pin,community,longitude,latitude
17-34-315-022-0000,DOUGLAS,-87.62250739003089,41.8267711428883
17-34-310-098-0000,DOUGLAS,-87.61961394147453,41.827976127510354
17-34-120-033-0000,DOUGLAS,-87.6214332271708,41.83207439747973
17-27-310-093-1252,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-412-019-0000,DOUGLAS,-87.61473752757603,41.82427892875731
17-34-204-050-0000,DOUGLAS,-87.61109503088642,41.83736208473418
17-34-319-022-1011,DOUGLAS,-87.61767310207496,41.827240260204704
17-27-310-093-1435,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-310-134-1003,DOUGLAS,-87.62017207788585,41.83000878672556
17-27-305-140-1009,DOUGLAS,-87.62145362762868,41.84519077284946
17-27-305-140-1012,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-219-150-1321,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-309-077-0000,DOUGLAS,-87.62084888173689,41.828904879497706
17-34-104-028-0000,DOUGLAS,-87.61976108661997,41.83728424132554
17-34-309-100-0000,DOUGLAS,-87.6207550312478,41.82760403606565
17-34-311-017-0000,DOUGLAS,-87.61893415872974,41.828827880826736
17-34-311-096-0000,DOUGLAS,-87.61892826034705,41.82928418443041
17-34-311-068-0000,DOUGLAS,-87.61854758071338,41.82879313272541
17-27-310-093-1604,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-307-008-0000,DOUGLAS,-87.62373106200913,41.82845128388408
17-27-310-093-1267,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-315-015-0000,DOUGLAS,-87.61775655694353,41.84047463458117
17-34-225-003-1022,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-103-021-0000,DOUGLAS,-87.62099284468474,41.83787316532384
17-27-301-040-0000,DOUGLAS,-87.62460174261437,41.8436140038241
17-34-120-037-0000,DOUGLAS,-87.62142521519183,41.83170134734107
17-28-408-006-0000,DOUGLAS,-87.62841237737341,41.844963685125286
17-34-106-032-1037,DOUGLAS,-87.61791130221896,41.83804538048744
17-34-313-007-0000,DOUGLAS,-87.62587317961776,41.82673462123226
17-34-121-078-0000,DOUGLAS,-87.62023171823333,41.83270438226773
17-27-300-058-1002,DOUGLAS,-87.62586531799195,41.84529985192942
17-34-310-051-0000,DOUGLAS,-87.62012496949633,41.827786571202026
17-34-312-075-0000,DOUGLAS,-87.61772326846425,41.828129237971865
17-34-219-150-1118,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-304-174-0000,DOUGLAS,-87.6224256929909,41.84380518698429
17-34-219-150-1181,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-327-040-0000,DOUGLAS,-87.61760536181056,41.82502306364582
17-27-301-039-0000,DOUGLAS,-87.624065097221,41.843859849643145
17-34-225-003-1204,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-102-051-1020,DOUGLAS,-87.62267010705712,41.83683249550295
17-34-110-036-0000,DOUGLAS,-87.62099305046023,41.83560241261038
17-27-306-087-0000,DOUGLAS,-87.61959123708542,41.842401578669474
17-34-403-009-0000,DOUGLAS,-87.6137551709548,41.829543700025226
17-34-225-003-1081,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-106-011-0000,DOUGLAS,-87.61789483641053,41.83726862561683
17-34-106-032-1003,DOUGLAS,-87.61791130221896,41.83804538048744
17-34-225-003-1015,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-110-069-0000,DOUGLAS,-87.62097812387135,41.83491501882578
17-34-219-150-1029,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-116-021-0000,DOUGLAS,-87.62224576276793,41.83432227897792
17-34-106-032-1019,DOUGLAS,-87.61791130221896,41.83804538048744
17-34-106-032-1002,DOUGLAS,-87.61791130221896,41.83804538048744
17-27-310-093-1484,DOUGLAS,-87.62257654590499,41.84022915750865
17-33-408-067-0000,DOUGLAS,-87.62741525367068,41.82779611795814
17-27-305-140-1158,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-414-070-0000,DOUGLAS,-87.61263428830965,41.82725522536606
17-34-102-051-1104,DOUGLAS,-87.62267010705712,41.83683249550295
17-34-309-072-0000,DOUGLAS,-87.62085566441716,41.8292213345688
17-34-315-014-0000,DOUGLAS,-87.62263336637679,41.82713441182992
17-34-122-112-0000,DOUGLAS,-87.61872323725018,41.83113701779056
17-27-310-093-1028,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-327-017-0000,DOUGLAS,-87.618013873885,41.82496430628795
17-34-322-058-0000,DOUGLAS,-87.62389183847971,41.82394194140998
17-34-120-080-0000,DOUGLAS,-87.62090544145616,41.83167293204974
17-34-308-023-0000,DOUGLAS,-87.62211008945185,41.828224819329726
17-34-219-150-1028,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-306-030-0000,DOUGLAS,-87.62539646933826,41.82815590404714
17-34-103-020-0000,DOUGLAS,-87.62099440476094,41.837941752202816
17-34-310-082-0000,DOUGLAS,-87.61963102140214,41.828795231938
17-27-316-027-0000,DOUGLAS,-87.62560346937875,41.83845558695125
17-34-322-020-0000,DOUGLAS,-87.62435773974747,41.82454152652063
17-34-219-150-1162,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-102-051-1079,DOUGLAS,-87.62267010705712,41.83683249550295
17-27-310-093-1594,DOUGLAS,-87.62257654590499,41.84022915750865
17-28-408-019-0000,DOUGLAS,-87.62884625128486,41.84492545124487
17-27-310-093-1388,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-219-150-1304,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-306-024-0000,DOUGLAS,-87.62513883197867,41.82855993852881
17-34-312-004-0000,DOUGLAS,-87.61820097882561,41.8305151703639
17-34-225-003-1012,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-308-014-0000,DOUGLAS,-87.6223820554106,41.82865832844938
17-34-318-023-0000,DOUGLAS,-87.61887677780462,41.82582126974175
17-34-309-078-0000,DOUGLAS,-87.62084725373,41.82882745264075
17-34-322-067-1001,DOUGLAS,-87.62344025884951,41.82394734202676
17-34-109-007-0000,DOUGLAS,-87.622893275415,41.835690966801074
17-34-219-150-1371,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-305-134-0000,DOUGLAS,-87.62171541256821,41.844328865038925
17-34-219-105-0000,DOUGLAS,-87.61121714966174,41.83319921285502
17-34-102-051-1066,DOUGLAS,-87.62267010705712,41.83683249550295
17-27-310-093-1289,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-225-003-1217,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-119-050-1002,DOUGLAS,-87.62283059873934,41.83217785420376
17-27-304-108-0000,DOUGLAS,-87.62233083941179,41.8432798676423
17-34-308-015-0000,DOUGLAS,-87.62227688989708,41.82865282856826
17-34-102-051-1081,DOUGLAS,-87.62267010705712,41.83683249550295
17-27-310-093-1679,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-303-005-0000,DOUGLAS,-87.62533853645499,41.82937725436748
17-27-300-046-0000,DOUGLAS,-87.6257447886352,41.8442277910812
17-34-309-043-0000,DOUGLAS,-87.62134915249221,41.82820632800199
17-34-328-021-0000,DOUGLAS,-87.62343037340273,41.82711318719679
17-34-118-036-0000,DOUGLAS,-87.62429319793459,41.83246893190724
17-34-123-001-0000,DOUGLAS,-87.61783829676783,41.83463924760999
17-34-219-150-1356,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-310-093-1480,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-304-010-0000,DOUGLAS,-87.62397187684252,41.82939095380669
17-34-225-003-1118,DOUGLAS,-87.61216093417855,41.835709439299855
17-27-310-093-1366,DOUGLAS,-87.62257654590499,41.84022915750865
17-33-423-023-4069,DOUGLAS,-87.62713290912751,41.83073434249028
17-34-219-150-1226,DOUGLAS,-87.60982043539205,41.83183517544448
17-33-423-022-4016,DOUGLAS,-87.62685014528044,41.83025464641525
17-34-225-003-1096,DOUGLAS,-87.61216093417855,41.835709439299855
17-27-305-140-1081,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-122-114-0000,DOUGLAS,-87.61847019741442,41.831353546227966
17-34-412-016-0000,DOUGLAS,-87.61577407922266,41.82459680784943
17-34-103-068-1001,DOUGLAS,-87.62109879283473,41.83815041565921
17-27-310-093-1089,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-310-093-1069,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-310-093-1483,DOUGLAS,-87.62257654590499,41.84022915750865
17-33-423-023-4063,DOUGLAS,-87.62713290912751,41.83073434249028
17-34-427-011-0000,DOUGLAS,-87.61341639935371,41.8263424179554
17-27-307-083-0000,DOUGLAS,-87.61790078164569,41.84409075227829
17-34-309-070-0000,DOUGLAS,-87.6208579763796,41.82932988649031
17-27-310-093-1519,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-301-049-0000,DOUGLAS,-87.62390250614261,41.8436871209704
17-34-309-131-0000,DOUGLAS,-87.6208826719594,41.830488531549626
17-34-121-013-0000,DOUGLAS,-87.62023705353575,41.832957573305386
17-34-323-074-1001,DOUGLAS,-87.6220696775168,41.82552289159337
17-27-301-044-0000,DOUGLAS,-87.6242968238896,41.8436279261562
17-34-322-063-0000,DOUGLAS,-87.6233221069054,41.823948760380496
17-34-225-003-1218,DOUGLAS,-87.61216093417855,41.835709439299855
17-27-310-093-1532,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-311-080-0000,DOUGLAS,-87.6185365671626,41.82818682779276
17-27-310-093-1043,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-311-102-1003,DOUGLAS,-87.61892595175577,41.82840635163424
17-34-310-003-0000,DOUGLAS,-87.62007539248553,41.83081804558612
17-34-225-003-1139,DOUGLAS,-87.61216093417855,41.835709439299855
17-27-305-140-1186,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-326-009-0000,DOUGLAS,-87.61891160411716,41.82500064976757
17-34-312-090-1003,DOUGLAS,-87.61776478317412,41.83031377767901
17-34-121-129-0000,DOUGLAS,-87.62021324529287,41.83183566737559
17-27-301-046-0000,DOUGLAS,-87.62416447946084,41.84363167339622
17-33-423-020-4006,DOUGLAS,-87.62724277781336,41.8304366192146
17-34-219-150-1389,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-123-009-0000,DOUGLAS,-87.61782808115187,41.83414567770315
17-34-219-150-1346,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-325-001-0000,DOUGLAS,-87.61980653699246,41.82475145355999
17-27-310-093-1323,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-105-042-0000,DOUGLAS,-87.61858435471436,41.836722419406506
17-27-310-093-1474,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-324-003-0000,DOUGLAS,-87.62128369198122,41.82534108331564
17-34-225-003-1097,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-110-046-0000,DOUGLAS,-87.62097739409771,41.83488190769757
17-34-225-003-1059,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-322-004-0000,DOUGLAS,-87.62439652330573,41.82614592805511
17-27-317-025-0000,DOUGLAS,-87.6243287033069,41.83904930180943
17-27-320-046-0000,DOUGLAS,-87.61926473184842,41.83994047788571
17-34-122-063-0000,DOUGLAS,-87.61852585957523,41.83436380824007
17-27-310-093-1595,DOUGLAS,-87.62257654590499,41.84022915750865
17-33-423-023-4068,DOUGLAS,-87.62713290912751,41.83073434249028
17-27-303-012-0000,DOUGLAS,-87.6239555611235,41.84321600882897
17-27-305-140-1047,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-219-038-0000,DOUGLAS,-87.61005840073945,41.83314866491467
17-34-113-034-0000,DOUGLAS,-87.61785835841475,41.83558106713188
17-27-310-093-1131,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-102-051-1036,DOUGLAS,-87.62267010705712,41.83683249550295
17-34-324-011-0000,DOUGLAS,-87.62124576711356,41.8247488174758
17-27-307-013-0000,DOUGLAS,-87.618371928644,41.84377744984732
17-33-423-023-4050,DOUGLAS,-87.62713290912751,41.83073434249028
17-27-305-140-1120,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-219-150-1300,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-219-150-1231,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-312-056-0000,DOUGLAS,-87.61775087528959,41.829580824905854
17-27-304-153-0000,DOUGLAS,-87.6230101046033,41.84423041684061
17-34-103-038-0000,DOUGLAS,-87.62113033649622,41.83670810850847
17-27-304-137-0000,DOUGLAS,-87.62257968482243,41.84483841884158
17-27-304-138-0000,DOUGLAS,-87.62250568543267,41.84483946945351
17-27-310-093-1045,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-400-009-0000,DOUGLAS,-87.6164670037708,41.84410532444424
17-34-219-046-0000,DOUGLAS,-87.60897749196216,41.83313456830333
17-27-305-140-1016,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-311-041-0000,DOUGLAS,-87.61858146916524,41.83065217256861
17-34-312-093-1006,DOUGLAS,-87.6177676426959,41.8304619850309
17-34-400-020-0000,DOUGLAS,-87.61651751669675,41.82935674849529
17-34-120-032-0000,DOUGLAS,-87.62143467758743,41.8321422448773
17-34-219-122-0000,DOUGLAS,-87.61101302216885,41.83447781896081
17-27-310-093-1610,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-102-051-1075,DOUGLAS,-87.62267010705712,41.83683249550295
17-34-121-036-0000,DOUGLAS,-87.61973548994493,41.833850790846896
17-27-301-051-0000,DOUGLAS,-87.62389789734752,41.84351252233799
17-34-103-074-1065,DOUGLAS,-87.62154594725129,41.8380917408505
17-34-119-015-0000,DOUGLAS,-87.62281713336702,41.831592045126136
17-34-219-150-1248,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-308-029-0000,DOUGLAS,-87.62567838360681,41.84068015068037
17-27-310-093-1170,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-310-093-1270,DOUGLAS,-87.62257654590499,41.84022915750865
17-33-407-060-0000,DOUGLAS,-87.62840820306464,41.82805252524547
17-34-400-023-0000,DOUGLAS,-87.61651111297499,41.82903350180704
17-34-313-004-0000,DOUGLAS,-87.62611888883274,41.82673192548991
17-34-219-150-1111,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-103-074-1021,DOUGLAS,-87.62154594725129,41.8380917408505
17-34-308-016-0000,DOUGLAS,-87.62203156231176,41.82870510955365
17-34-311-051-0000,DOUGLAS,-87.61856841148358,41.82993196816769
17-27-310-093-1565,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-307-014-0000,DOUGLAS,-87.61836769166844,41.84361262225576
17-34-427-014-0000,DOUGLAS,-87.61315227255224,41.82634553911716
17-34-225-003-1167,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-327-003-0000,DOUGLAS,-87.61756086647515,41.82425394997997
17-34-310-136-1007,DOUGLAS,-87.61964693436676,41.829556866884616
17-34-323-030-0000,DOUGLAS,-87.62262423326317,41.82423144066338
17-27-310-093-1088,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-303-003-0000,DOUGLAS,-87.62569904396378,41.82937364312357
17-33-423-020-4056,DOUGLAS,-87.62724277781336,41.8304366192146
17-34-403-015-0000,DOUGLAS,-87.61332610623155,41.82954968457376
17-34-120-076-0000,DOUGLAS,-87.62091150617289,41.83195837481591
17-34-313-005-0000,DOUGLAS,-87.62588496944139,41.8271133620587
17-34-225-003-1148,DOUGLAS,-87.61216093417855,41.835709439299855
17-28-410-009-0000,DOUGLAS,-87.62731516087872,41.84455706228157
17-34-308-027-0000,DOUGLAS,-87.62210168722062,41.82785023403825
17-34-121-051-0000,DOUGLAS,-87.61971828989834,41.83302740529648
17-34-309-017-0000,DOUGLAS,-87.6213868981606,41.82996908060312
17-34-225-003-1090,DOUGLAS,-87.61216093417855,41.835709439299855
17-27-310-093-1155,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-310-093-1621,DOUGLAS,-87.62257654590499,41.84022915750865
17-33-425-001-0000,DOUGLAS,-87.6278034409093,41.82956097615556
17-34-402-061-0000,DOUGLAS,-87.6116670401011,41.83076541909149
17-34-316-021-1010,DOUGLAS,-87.62131877205316,41.82679072844142
17-34-102-051-1050,DOUGLAS,-87.62267010705712,41.83683249550295
17-27-304-152-0000,DOUGLAS,-87.62293610732546,41.84423142657858
17-34-310-118-0000,DOUGLAS,-87.62017865293083,41.83031879242153
17-27-305-140-1104,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-313-014-0000,DOUGLAS,-87.6253058895191,41.82681309671335
17-34-310-016-0000,DOUGLAS,-87.62016671824287,41.82975556803244
17-34-312-011-0000,DOUGLAS,-87.61819172614081,41.83000808207289
17-34-104-057-0000,DOUGLAS,-87.6197654250918,41.83749075522812
17-34-327-009-0000,DOUGLAS,-87.61797310495531,41.82443103195473
17-27-310-093-1454,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-103-074-1022,DOUGLAS,-87.62154594725129,41.8380917408505
17-34-311-069-0000,DOUGLAS,-87.61854666279187,41.82874367519237
17-34-219-150-1353,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-106-032-1020,DOUGLAS,-87.61791130221896,41.83804538048744
17-34-106-033-0000,DOUGLAS,-87.61789115249942,41.837094315005
17-34-312-091-1005,DOUGLAS,-87.61775358973823,41.82972924039231
17-34-219-150-1019,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-219-150-1310,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-104-001-0000,DOUGLAS,-87.62025546057323,41.83816023163092
17-33-423-020-4028,DOUGLAS,-87.62724277781336,41.8304366192146
17-34-300-009-0000,DOUGLAS,-87.62614333026737,41.830230710596574
17-27-301-022-0000,DOUGLAS,-87.62493713017531,41.84376923542978
17-27-500-022-0000,DOUGLAS,-87.62615245202488,41.843088007180086
17-34-400-035-0000,DOUGLAS,-87.61649530557627,41.8282344936933
17-34-319-022-1009,DOUGLAS,-87.61767310207496,41.827240260204704
17-33-426-009-0000,DOUGLAS,-87.62724862762566,41.82966946713224
17-33-427-002-0000,DOUGLAS,-87.62866106130794,41.82884376808096
17-34-308-006-0000,DOUGLAS,-87.62273589942188,41.82814614289652
17-27-310-093-1341,DOUGLAS,-87.62257654590499,41.84022915750865
17-33-423-023-4075,DOUGLAS,-87.62713290912751,41.83073434249028
17-34-312-059-0000,DOUGLAS,-87.61774695809733,41.82937574880398
17-34-312-093-1003,DOUGLAS,-87.6177676426959,41.8304619850309
17-28-406-007-0000,DOUGLAS,-87.62915386600766,41.84485665720455
17-34-311-066-0000,DOUGLAS,-87.6185495678569,41.82890268226284
17-27-310-093-1029,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-305-140-1020,DOUGLAS,-87.62145362762868,41.84519077284946
17-27-310-093-1382,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-103-074-1061,DOUGLAS,-87.62154594725129,41.8380917408505
17-34-321-039-0000,DOUGLAS,-87.62529554938283,41.824055210858255
17-27-304-125-0000,DOUGLAS,-87.62303875136145,41.84323095539013
17-34-225-003-1166,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-225-003-1104,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-224-028-0000,DOUGLAS,-87.61243217298528,41.83627801394141
17-33-423-023-4066,DOUGLAS,-87.62713290912751,41.83073434249028
17-33-426-014-4007,DOUGLAS,-87.62831870936385,41.82930222781211
17-34-121-082-0000,DOUGLAS,-87.62021876352958,41.83209290710397
17-34-316-002-0000,DOUGLAS,-87.62132176650474,41.82692938553254
17-34-302-037-0000,DOUGLAS,-87.62218786780275,41.83020281853185
17-33-423-023-4073,DOUGLAS,-87.62713290912751,41.83073434249028
17-34-219-150-1023,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-310-093-1664,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-225-003-1143,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-328-040-0000,DOUGLAS,-87.62363396521252,41.82676000487305
17-34-305-003-0000,DOUGLAS,-87.62274412019286,41.82926815736126
17-34-225-003-1297,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-310-075-0000,DOUGLAS,-87.6196393263477,41.82919218720881
17-27-305-140-1194,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-104-051-0000,DOUGLAS,-87.62026290627625,41.83790597064884
17-33-423-022-4004,DOUGLAS,-87.62685014528044,41.83025464641525
17-27-310-093-1292,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-321-015-0000,DOUGLAS,-87.62598875552271,41.82394528486099
17-34-219-150-1038,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-103-058-1002,DOUGLAS,-87.62097336935715,41.83698490636289
17-34-318-008-0000,DOUGLAS,-87.6188949232556,41.82679564127936
17-34-225-003-1334,DOUGLAS,-87.61216093417855,41.835709439299855
17-27-306-034-0000,DOUGLAS,-87.61991941732839,41.84249752217406
17-33-423-020-4044,DOUGLAS,-87.62724277781336,41.8304366192146
17-27-310-093-1066,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-316-017-0000,DOUGLAS,-87.6213011045938,41.8259640321968
17-34-322-039-0000,DOUGLAS,-87.62365267723585,41.82476229773462
17-34-116-018-0000,DOUGLAS,-87.62225098579816,41.83456008170364
17-34-116-023-0000,DOUGLAS,-87.62224271543214,41.83418500443656
17-34-116-007-0000,DOUGLAS,-87.62287126616721,41.8339700384524
17-34-219-150-1270,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-309-053-0000,DOUGLAS,-87.6208812109566,41.83041999712405
17-27-310-093-1159,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-310-132-0000,DOUGLAS,-87.62016419122544,41.82963609430965
17-34-303-019-0000,DOUGLAS,-87.62492348580375,41.82900020529191
17-34-322-006-0000,DOUGLAS,-87.62439318185035,41.82600811700043
17-34-310-045-0000,DOUGLAS,-87.62013149296675,41.82809300991466
17-27-310-093-1225,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-308-053-0000,DOUGLAS,-87.6257335005394,41.83971053938973
17-34-225-003-1050,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-219-150-1382,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-300-015-0000,DOUGLAS,-87.6260038974592,41.82978754726183
17-34-225-003-1156,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-311-025-0000,DOUGLAS,-87.6189235525664,41.82828235045827
17-34-110-003-0000,DOUGLAS,-87.62151989054998,41.83621462953534
17-34-219-150-1140,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-316-010-0000,DOUGLAS,-87.62080839784294,41.82700354107281
17-34-121-133-0000,DOUGLAS,-87.61968888730962,41.831619386275655
17-34-219-150-1249,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-122-010-0000,DOUGLAS,-87.6190688273431,41.83412617737523
17-34-318-037-0000,DOUGLAS,-87.6183816595977,41.82685820194602
17-33-408-053-0000,DOUGLAS,-87.62743775612766,41.82868331042992
17-34-116-043-1005,DOUGLAS,-87.62288178270276,41.83441607351229
17-34-328-011-0000,DOUGLAS,-87.62405345605703,41.82711953346096
17-34-322-051-1003,DOUGLAS,-87.62436523401377,41.8248515936138
17-34-224-008-0000,DOUGLAS,-87.61125347095586,41.836402111004176
17-27-310-093-1133,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-300-058-1005,DOUGLAS,-87.62586531799195,41.84529985192942
17-34-311-032-0000,DOUGLAS,-87.6189160735646,41.82789717235406
17-27-305-140-1091,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-225-003-1049,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-225-003-1103,DOUGLAS,-87.61216093417855,41.835709439299855
17-27-310-093-1558,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-103-058-1006,DOUGLAS,-87.62097336935715,41.83698490636289
17-33-423-022-4006,DOUGLAS,-87.62685014528044,41.83025464641525
17-34-104-048-0000,DOUGLAS,-87.61975864799602,41.8371668812438
17-34-403-040-0000,DOUGLAS,-87.61392343482446,41.82905413057724
17-34-414-066-0000,DOUGLAS,-87.61311244364542,41.82727226693324
17-33-222-001-0000,DOUGLAS,-87.62752395054679,41.83448091119964
17-27-404-019-0000,DOUGLAS,-87.6140740713275,41.84375204250055
17-27-308-027-0000,DOUGLAS,-87.62594775116446,41.84172559826979
17-34-301-030-0000,DOUGLAS,-87.62377505151997,41.82984386636654
17-34-321-025-0000,DOUGLAS,-87.62532210549453,41.825144929249504
17-34-219-150-1126,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-305-140-1032,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-219-150-1171,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-120-073-0000,DOUGLAS,-87.62091555036663,41.83214775294624
17-34-225-003-1312,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-121-127-1002,DOUGLAS,-87.62025573496513,41.83383750215239
17-27-310-093-1022,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-309-059-0000,DOUGLAS,-87.62087248260968,41.83000878294432
17-34-402-067-0000,DOUGLAS,-87.61101593531579,41.83097668192136
17-34-403-059-0000,DOUGLAS,-87.61154609446619,41.829252587234144
17-34-103-074-1039,DOUGLAS,-87.62154594725129,41.8380917408505
17-34-122-097-0000,DOUGLAS,-87.61849200515236,41.83239477186993
17-34-120-077-0000,DOUGLAS,-87.62090978984287,41.83187641899551
17-34-106-032-1001,DOUGLAS,-87.61791130221896,41.83804538048744
17-34-225-003-1031,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-102-051-1014,DOUGLAS,-87.62267010705712,41.83683249550295
17-27-310-093-1039,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-219-150-1010,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-310-093-1632,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-318-035-0000,DOUGLAS,-87.61838423336438,41.82699566401976
17-34-219-126-0000,DOUGLAS,-87.61064583300161,41.83448300059469
17-34-219-150-1008,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-328-023-0000,DOUGLAS,-87.6245633145945,41.82688462304933
17-34-402-073-0000,DOUGLAS,-87.6131210362929,41.83019457034461
17-34-219-150-1287,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-122-073-0000,DOUGLAS,-87.61852789084882,41.83402577489503
17-27-409-068-0000,DOUGLAS,-87.61388378288598,41.84135491354937
17-34-300-011-0000,DOUGLAS,-87.62613995303376,41.83009343479723
17-27-304-076-0000,DOUGLAS,-87.62252912919936,41.84513736694311
17-27-310-093-1096,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-310-093-1618,DOUGLAS,-87.62257654590499,41.84022915750865
17-33-423-022-4005,DOUGLAS,-87.62685014528044,41.83025464641525
17-34-428-005-0000,DOUGLAS,-87.61399790916789,41.82510305777273
17-27-310-093-1451,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-219-150-1342,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-409-067-0000,DOUGLAS,-87.61391050769222,41.841417702581495
17-27-305-140-1128,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-309-051-0000,DOUGLAS,-87.62133586971655,41.82758138702823
17-34-121-053-0000,DOUGLAS,-87.6197155244605,41.832896404039545
17-27-305-140-1197,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-104-050-0000,DOUGLAS,-87.62026399401222,41.83795713078873
17-27-310-093-1639,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-224-017-0000,DOUGLAS,-87.61168026014083,41.83650765264964
17-27-310-093-1327,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-110-064-1010,DOUGLAS,-87.62098036508378,41.835018135501656
17-34-400-041-0000,DOUGLAS,-87.61648586607642,41.827758730608224
